test 135.msg;0.600882916336228;1;1.17844443451221;1;-0.577561518175982;0;1
test 133.msg;0.6027416677046271;1;1.109432172553292;1;-0.506690504848665;0;1
test 130.msg;0.5895966527677867;1;1.1612370113917843;1;-0.5716403586239975;0;1
test 109.msg;0.5966350705769349;1;1.4222166342863956;1;-0.8255815637094607;0;1
test 106.msg;0.6009926100354737;1;1.3474122533676183;1;-0.7464196433321446;0;1
test 129.msg;0.5921151619898031;1;1.1396510722050643;1;-0.5475359102152613;0;1
test 127.msg;0.5999301713388395;1;1.247019081258681;1;-0.6470889099198415;0;1
test 145.msg;0.5935618437575658;1;1.4150885063427636;1;-0.8215266625851978;0;1
test 144.msg;0.5973211831124348;1;1.4248173214794986;1;-0.8274961383670638;0;1
test 107.msg;0.5999196770517952;1;1.3132642993027792;1;-0.713344622250984;0;1
test 121.msg;0.5958974852044066;1;1.312819474319722;1;-0.7169219891153154;0;1
test 115.msg;0.6147020730880631;1;1.505804203678704;1;-0.8911021305906409;0;1
test 120.msg;0.5982384827434295;1;1.4247376576771593;1;-0.8264991749337298;0;1
test 136.msg;0.5869452143076247;1;1.2683768915211937;1;-0.681431677213569;0;1
test 118.msg;0.6024955622645473;1;1.4578854701498787;1;-0.8553899078853314;0;1
test 134.msg;0.5913660964841099;1;1.1451774846174052;1;-0.5538113881332953;0;1
test 137.msg;0.5941493492753277;1;1.2222869251858395;1;-0.6281375759105118;0;1
test 139.msg;0.5941012599757225;1;1.2166306862282146;1;-0.6225294262524921;0;1
test 126.msg;0.5948811858521781;1;1.2829254439498223;1;-0.6880442580976442;0;1
test 117.msg;0.599040988311789;1;1.4532365677544234;1;-0.8541955794426345;0;1
test 113.msg;0.6151162792628757;1;1.5517450630195486;1;-0.9366287837566729;0;1
test 149.msg;0.6024872086975723;1;1.4043916829967875;1;-0.8019044742992152;0;1
test 103.msg;0.5884255556505935;1;1.3197997761291544;1;-0.7313742204785609;0;1
test 101.msg;0.584583891955233;1;1.305881566100605;1;-0.7212976741453719;0;1
test 147.msg;0.6113252227591155;1;1.5218932365241735;1;-0.910568013765058;0;1
test 124.msg;0.5949461253892082;1;1.2760277905652249;1;-0.6810816651760166;0;1
test 110.msg;0.6007136936573918;1;1.4341819130360705;1;-0.8334682193786787;0;1
test 150.msg;0.5979653271996193;1;1.3896609504703026;1;-0.7916956232706833;0;1
test 104.msg;0.590092788850467;1;1.282442351060411;1;-0.692349562209944;0;1
test 105.msg;0.5932798394163264;1;1.3089368299112971;1;-0.7156569904949707;0;1
test 119.msg;0.601994688897417;1;1.3898730422231562;1;-0.7878783533257392;0;1
test 114.msg;0.6146993492903053;1;1.5152454280960899;1;-0.9005460788057845;0;1
test 123.msg;0.5881775410882042;1;1.2645509441506748;1;-0.6763734030624706;0;1
test 112.msg;0.6200881560139508;1;1.5834430456287114;1;-0.9633548896147606;0;1
test 108.msg;0.601253595325034;1;1.448827499672611;1;-0.847573904347577;0;1
test 116.msg;0.6032683223928607;1;1.4809534079145896;1;-0.877685085521729;0;1
test 146.msg;0.6051729668630059;1;1.4462493529793528;1;-0.8410763861163468;0;1
test 125.msg;0.5985775396554642;1;1.2917646587792193;1;-0.6931871191237551;0;1
test 111.msg;0.6089072045573393;1;1.4744393776146683;1;-0.865532173057329;0;1
test 143.msg;0.6020385640415835;1;1.3449274668723747;1;-0.7428889028307912;0;1
test 141.msg;0.5955753348638568;1;1.332500073967902;1;-0.7369247391040452;0;1
test 142.msg;0.5952975019471108;1;1.4083141327194828;1;-0.813016630772372;0;1
test 131.msg;0.598542577736129;1;1.1452846889787764;1;-0.5467421112426475;0;1
test 140.msg;0.589577739871304;1;1.2775536240413938;1;-0.6879758841700898;0;1
test 102.msg;0.5810965418976255;1;1.2623363234370357;1;-0.6812397815394102;0;1
test 122.msg;0.589084442739221;1;1.2991496656929726;1;-0.7100652229537516;0;1
test 148.msg;0.607807514754097;1;1.492663195317844;1;-0.884855680563747;0;1
test 138.msg;0.5911805938386618;1;1.2844936273838083;1;-0.6933130335451465;0;1
test 132.msg;0.6022696041569174;1;1.17834623730946;1;-0.5760766331525425;0;1
test 128.msg;0.5926929437860374;1;1.1306129891406447;1;-0.5379200453546072;0;1
